"","id","Serial.Number","List.Year","Date.Recorded","Address","Assessed.Value","Sale.Amount","Sales.Ratio","Property.Type","Non.Use.Code","Zone.Name","Zone.Classification","Location"
"13116",13116,190894,2019,2020-03-25,"52-56 SEDGEWICK ST",141260,235000,0.6011,"Three Family","14","1400-2","NX2",c(-73.1985684, 41.1914549)
"13117",13117,190895,2019,2020-03-25,"508 CLARKE ST",103140,260000,0.3967,"Single Family",NA,"2333-9A","N2",c(-73.216533, 41.205934)
"13118",13118,190896,2019,2020-03-25,"388 KENT AVE",133610,370000,0.3611,"Three Family",NA,"1922-5","N2",c(-73.1558417, 41.1949607)
"13119",13119,190899,2019,2020-03-25,"714-716 IRANISTAN AVE",160290,141000,1.1368,"Three Family","25","1160-1","NX2",c(-73.200874, 41.170359)
"13120",13120,190901,2019,2020-03-27,"341 PACIFIC ST",127380,245000,0.5199,"Single Family",NA,"1308-47A","NX1",c(-73.214466, 41.1830255)
"13121",13121,190904,2019,2020-03-27,"398 CARROLL AVE",18880,10000,1.888,NA,"14","634-5","NX2",c(-73.163294, 41.1781759)
"13122",13122,190905,2019,2020-03-27,"1834 SEAVIVEW AVE",53180,30000,1.7727,NA,"25","1807-7","NX2",c(-73.1698385, 41.1880168)
"13123",13123,190910,2019,2020-03-27,"33 SEAVER CIRCLE",133060,240000,0.5544,"Single Family",NA,"2555-10","N4",c(-73.2298906, 41.2236588)
"13124",13124,190912,2019,2020-03-20,"692-694 SHELTON ST",94280,226000,0.4172,"Two Family",NA,"1743-23","NX2",c(-73.1765161, 41.190464)
"13125",13125,190915,2019,2020-03-30,"60 KENNEDY DR UNIT 60",58840,155000,0.3796,"Condo","7","2511-13B","NX3",c(-73.2223209, 41.213992)
"13126",13126,190916,2019,2020-03-30,"120 LANSING ST",72800,180000,0.4044,"Single Family","7","2754-2C","N2",c(-73.1933818, 41.2151942)
"13127",13127,190919,2019,2020-04-01,"240 SUMMIT ST",99160,132600,0.7478,"Single Family","14","2436-10","N2",c(-73.2003488, 41.2063827)
"13128",13128,190920,2019,2020-04-01,"30 STEVENS ST UNIT 309",25470,89000,0.2862,"Condo",NA,"2410-43K","NX3",c(-73.2036156, 41.207922)
"13129",13129,190922,2019,2020-04-01,"75 WESSELS AVE",81790,215000,0.3804,"Single Family","7","1928-40","P2",c(-73.16345, 41.19831)
"13130",13130,190924,2019,2020-04-01,"406-410 GREGORY ST",158760,221755,0.7159,"Three Family","14","404-6","NX2",c(-73.194373, 41.167031)
"13131",13131,190928,2019,2020-04-01,"235C HUNTINGTON RD 909B  917-D",82860,271000,0.3058,"Condo","25","1665-5","NX3",c(-73.1844549, 41.1968023)
"13132",13132,190929,2019,2020-04-01,"55-A MENCEL CIRCLE UNIT 247",36950,72000,0.5132,"Condo",NA,"2036-50A","NX3",c(-73.17374, 41.21036)
"13133",13133,190935,2019,2020-04-22,"90 JENNINGS AVE",117960,155000,0.761,"Single Family",NA,"2800-13B","P2",c(-73.17691, 41.21284)
"13134",13134,190939,2019,2020-04-22,"45 KATHRYN DR",171760,330000,0.5205,"Single Family","14","2828-38","N4",c(-73.1625187, 41.2185232)
"13135",13135,190940,2019,2020-04-22,"900 MERRITT ST",110310,2e+05,0.5516,"Single Family","25","2340-6","N2",c(-73.2237124, 41.2048569)
"13136",13136,190943,2019,2020-04-22,"274 ROBIN ST",101750,269900,0.377,"Single Family","7","2278-44","N2",c(-73.2157327, 41.1976995)
"13137",13137,190946,2019,2020-04-22,"1362 CHOPSEY HILL RD",161830,290000,0.558,"Single Family",NA,"2778-61F","N4",c(-73.2025221, 41.219723)
"13138",13138,190947,2019,2020-04-22,"3370 MADISON AVE UNIT 3B",79160,145000,0.5459,"Condo",NA,"2509D-20K","NX3",c(-73.2256768, 41.2196847)
"13139",13139,190952,2019,2020-04-22,"769-775 OGDEN ST",98760,155000,0.6372,"Single Family",NA,"1729-7","NX2",c(-73.174837, 41.191561)
"13140",13140,190955,2019,2020-04-22,"917-A WILLIAM ST",15090,53000,0.2847,"Condo",NA,"1666-12","NX3",c(-73.1852317, 41.1967697)
"13141",13141,190956,2019,2020-04-24,"41 PLEASANT ST",80950,81000,0.9994,"Two Family","14","1619-13","NX2",c(-73.1849146, 41.1924221)
"13142",13142,190957,2019,2020-04-24,"122 POLK ST",90340,124579,0.7252,"Single Family","14","2716-2","N2",c(-73.1937079, 41.211633)
"13143",13143,190958,2019,2020-04-24,"701-703 CAPITOL AVE",159750,350000,0.4564,"Three Family",NA,"1415-22","NX1",c(-73.2033411, 41.1950239)
"13144",13144,190960,2019,2020-04-24,"1413 OLD TOWN RD",75140,152000,0.4943,"Condo",NA,"2778B-31A","N4",c(-73.1998068, 41.2280555)
"13145",13145,190961,2019,2020-04-24,"554 THORME ST",109320,260000,0.4205,"Single Family",NA,"2328-11A","N2",c(-73.2156377, 41.2054955)
"13146",13146,190963,2019,2020-04-24,"115 LIVINGSTON PL",124180,195700,0.6345,"Single Family",NA,"2007-13","NX1",c(-73.1807522, 41.2079813)
"13147",13147,190964,2019,2020-04-24,"331 PLEASANTVIEW AVE",83390,116203,0.7176,"Single Family","14","2422-37A","NX1",c(-73.2095879, 41.2128265)
"13148",13148,190966,2019,2020-04-24,"141 ARTHUR ST",161680,365000,0.443,"Two Family",NA,"240-16","NX1",c(-73.2197086, 41.15777)
"13149",13149,190968,2019,2020-04-27,"260 NEWFIELD AVE",153020,220000,0.6955,"Two Family",NA,"613-1","NX2",c(-73.1687236, 41.1724655)
"13150",13150,190970,2019,2020-04-27,"69 KINGSBURY RD UNIT #15",26260,48000,0.5471,"Condo",NA,"2032-6K","NX1",c(-73.1783253, 41.2048883)
"13151",13151,190971,2019,2020-04-27,"103 MINTURN RD",132960,255000,0.5214,"Single Family",NA,"2530-28","N4",c(-73.2202886, 41.2252242)
"13152",13152,190972,2019,2020-04-27,"37 HASTINGS ST",81490,179900,0.453,"Single Family",NA,"2023-17A","NX1",c(-73.1760806, 41.1998512)
"13153",13153,190974,2019,2020-04-27,"118 MINTURN PL",123880,215000,0.5762,"Single Family",NA,"2530A-10","N4",c(-73.2194873, 41.2258572)
"13154",13154,190977,2019,2020-04-27,"800 SEAVIEW AVE UNIT 790-5",94240,257000,0.3667,"Condo",NA,"602-1K","RX2",c(-73.1716803, 41.1743649)
"13155",13155,190981,2019,2020-04-27,"25 ELLSWORTH ST UNIT #24",78320,80000,0.979,"Condo","25","225-10K","NX2",c(-73.2211786, 41.1545193)
"13156",13156,190982,2019,2020-04-29,"628 CLARKE ST",107990,310000,0.3484,"Single Family","7","2332-10","N2",c(-73.2184909, 41.205202)
"13157",13157,190984,2019,2020-04-29,"322 DEWEY ST",305540,568000,0.5379,NA,NA,"1222-2A","CX",c(-73.2182842, 41.1719699)
"13158",13158,190987,2019,2020-04-29,"95 CHAPEL ST",820200,1100000,0.7456,NA,NA,"908-9","DX2",c(-73.19158, 41.18063)
"13159",13159,190988,2019,2020-04-29,"62 CITYVIEW AVE",154060,260000,0.5925,"Condo",NA,"2795-6","N2",c(-73.1886463, 41.2194629)
"13160",13160,190991,2019,2020-05-01,"20 MYRON AVE",94310,215000,0.4387,"Single Family",NA,"2240-9","N2",c(-73.2121763, 41.1962859)
"13161",13161,190992,2019,2020-05-01,"180 HILLCREST RD",82830,210000,0.3944,"Single Family","7","2757-6","N2",c(-73.1835296, 41.2160529)
"13162",13162,190993,2019,2020-05-01,"UNIT 327 COURT D BLDG 47 SUCCE",16797235,30000,559.9078,NA,"8","1939-54","NX3",c(-73.1574502, 41.198388)
"13163",13163,190994,2019,2020-05-01,"809 CLEVELAND AVE",140230,245000,0.5724,"Single Family","7","1330-19","N1",c(-73.2178104, 41.1870304)
"13164",13164,190997,2019,2020-05-01,"615 NORTH AVE",175670,270000,0.6506,NA,NA,"1514-2","MX1",c(-73.1938675, 41.1954455)
"13165",13165,190998,2019,2020-05-01,"2600 PARK AVE UNIT 10G",27660,40000,0.6915,"Condo","14","2294-18A","RX2",c(-73.2154176, 41.1941133)
"13166",13166,191000,2019,2020-05-01,"38 CANTERBURY RD",67870,166345,0.408,"Condo",NA,"2510-16B","NX3",c(-73.225609, 41.211996)
"13167",13167,191002,2019,2020-05-04,"732 CAPITOL AVE",93690,189000,0.4957,"Single Family",NA,"2201-17","NX1",c(-73.2040871, 41.1951763)
"13168",13168,191003,2019,2020-05-04,"2372-2374 MADISON AVE",174470,295000,0.5914,"Two Family",NA,"2380-1","N2",c(-73.2229804, 41.2077379)
"13169",13169,191004,2019,2020-05-04,"350 ROGER WILLIAMS RD",112770,170000,0.6634,"Single Family","25","2819-9","N2",c(-73.1677931, 41.219282)
"13170",13170,191005,2019,2020-05-04,"19 GLEN PLACE",140570,185000,0.7598,"Single Family",NA,"2846-15","N2",c(-73.173474, 41.2205442)
"13171",13171,191006,2019,2020-05-04,"90 PRISCILLA ST",138290,305000,0.4534,"Two Family",NA,"2860-25","N2",c(-73.1743623, 41.2129695)
"13172",13172,191582,2019,2020-09-09,"1395 KOSSUTH ST",79770,136000,0.5865,"Single Family",NA,"1602-23","NX2",c(-73.1819401, 41.1975134)
"13173",13173,191911,2019,2020-05-04,"110-112 HERKIMER ST",154670,210500,0.7348,"Three Family","14","1422-7A","NX1",c(-73.2070902, 41.1858177)
"13174",13174,191912,2019,2020-05-04,"25 POPLAR ST",113980,260000,0.4384,"Two Family",NA,"1215-59","RX1",c(-73.21246, 41.1718)
"13175",13175,191914,2019,2020-05-06,"478 ANSON ST",123900,220000,0.5632,"Two Family",NA,"2401-4","NX1",c(-73.2033775, 41.2042623)
"13176",13176,191915,2019,2020-05-06,"233 GRIFFIN AVE",94410,289000,0.3267,"Single Family","7","2661-60B","N4",c(-73.2049516, 41.2176576)
"13177",13177,191916,2019,2020-05-06,"19 TERESA PL",74160,157500,0.4709,"Condo",NA,"2510-16B","NX3",c(-73.225868, 41.212226)
"13178",13178,191918,2019,2020-05-06,"74 CARLETON AVE",125660,166425,0.7551,"Two Family","14","1201-3","NX2",c(-73.2161602, 41.1774067)
"13179",13179,191920,2019,2020-05-06,"31 REMINGTON ST UNIT B3",15330,35000,0.438,"Condo",NA,"1908-21A","NX2",c(-73.1678187, 41.1939654)
"13180",13180,191921,2019,2020-05-06,"43 REMINGTON ST UNIT A1",15330,45000,0.3407,"Condo",NA,"1908-21A","NX2",c(-73.1677992, 41.1940828)
"13181",13181,191925,2019,2020-05-08,"500 GLENDALE AVE UNIT 1",75260,135500,0.5554,"Condo",NA,"2387-5A","NX3",c(-73.2212929, 41.2113629)
"13182",13182,191927,2019,2020-05-08,"186 ARLINGTON ST",103330,2e+05,0.5167,"Single Family",NA,"2211-15","N2",c(-73.2098652, 41.1951707)
"13183",13183,191928,2019,2020-05-08,"81 EMERALD ST",109690,2e+05,0.5485,"Single Family",NA,"2826-11","N2",c(-73.1654767, 41.2199015)
"13184",13184,191935,2019,2020-05-11,"124 PILGRIM RD",112520,216000,0.5209,"Condo",NA,"2811-4","N2",c(-73.1700098, 41.2145742)
"13185",13185,191936,2019,2020-05-11,"92 HARMONY ST",118540,115000,1.0308,"Single Family","14","2407-37","NX1",c(-73.2040512, 41.2070919)
"13186",13186,191937,2019,2020-05-11,"183 SEELEY ST #185",113260,148000,0.7653,"Three Family","14","1144-12","NX1",c(-73.2000884, 41.1737925)
"13187",13187,191946,2019,2020-05-11,"408 COURTLAND AVE",187600,334000,0.5617,"Single Family",NA,"126-3A","N1",c(-73.2277788, 41.1525198)
"13188",13188,191949,2019,2020-05-13,"240 SUMMIT ST",99150,140000,0.7082,"Single Family","14","2436-10","N2",c(-73.2003488, 41.2063827)
"13189",13189,191951,2019,2020-05-13,"80 CARTRIGHT ST #4E",27330,51000,0.5359,"Condo",NA,"1301-10","NX3",c(-73.2194128, 41.1781908)
"13190",13190,191952,2019,2020-05-13,"175 GARFIELD AVE",109090,173250,0.6297,"Single Family","14","2201-25","NX1",c(-73.2034956, 41.1958949)
"13191",13191,191953,2019,2020-05-13,"640 BIRMINGHAM ST",106440,279500,0.3808,"Single Family","7","2336-5","N2",c(-73.2176028, 41.2062926)
"13192",13192,191956,2019,2020-05-13,"265-267 LAUREL AVE",148230,345000,0.4297,"Three Family",NA,"1138-25","NX1",c(-73.20425, 41.17519)
"13193",13193,191957,2019,2020-05-15,"525 CLINTON AVE",182000,250000,0.728,NA,"25","1211-21","N3",c(-73.2104, 41.1746544)
"13194",13194,191958,2019,2020-05-15,"135 MACON DR",121100,235000,0.5153,"Single Family",NA,"2502-36","N4",c(-73.2267967, 41.2232163)
"13195",13195,191961,2019,2020-05-15,"80 ROCTON",124750,146913,0.8491,"Single Family","3","2234-15","NX1",c(-73.2071037, 41.2054996)
"13196",13196,191962,2019,2020-05-15,"495 PEET ST",110760,205000,0.5403,"Single Family",NA,"2364-11X","N2",c(-73.2195618, 41.211366)
"13197",13197,191964,2019,2020-05-18,"464-466 COURTLAND AVE",191070,430000,0.4443,"Two Family",NA,"118-7","NX1",c(-73.2287286, 41.152807)
"13198",13198,191967,2019,2020-05-18,"66 BEACON COURT",211300,349900,0.6039,"Single Family",NA,"122-8","N1",c(-73.2222409, 41.1527607)
"13199",13199,191974,2019,2020-05-18,"447 CLARKE ST",116160,289900,0.4007,"Single Family","7","2328-15","N2",c(-73.2153826, 41.2059878)
"13200",13200,191977,2019,2020-05-20,"58-60 WILSON ST",166680,261200,0.6381,"Three Family",NA,"100-51","NX1",c(-73.227778, 41.1576571)
"13201",13201,191982,2019,2020-05-20,"181 RED OAK RD",98870,144500,0.6842,"Single Family","25","2778D-90A","N4",c(-73.1989411, 41.226496)
"13202",13202,191984,2019,2020-05-22,"1117 CENTRAL AVE #1121",105130,156450,0.672,"Two Family","14","734-13","NX2",c(-73.166777, 41.1824075)
"13203",13203,191985,2019,2020-05-22,"2950 MADISON AVE UNIT D",49740,102500,0.4853,"Condo",NA,"2511-93","N4",c(-73.2268903, 41.2145258)
"13204",13204,191992,2019,2020-05-27,"63-A MENCEL CIRCLE #241",36950,55000,0.6718,"Condo","25","2036-50A","NX3",c(-73.1737092, 41.2103763)
"13205",13205,191994,2019,2020-05-27,"66 BEAR PAW RD",130110,335000,0.3884,"Single Family","7","2509B-7","N4",c(-73.2216658, 41.2224223)
"13206",13206,191998,2019,2020-05-27,"153 DEWEY ST",397280,940000,0.4226,NA,NA,"1244-7A","CX",c(-73.2188936, 41.1695256)
"13207",13207,192000,2019,2020-05-29,"347 RAILROAD AVE",266650,270000,0.9876,NA,"25","521-2","NX2",c(-73.1934, 41.16876)
"13208",13208,192005,2019,2020-05-29,"123 ROOSEVELT ST",89640,239000,0.3751,"Single Family",NA,"1668-10","NX2",c(-73.1842701, 41.1983627)
"13209",13209,192006,2019,2020-05-29,"259-261 BREWSTER ST",245610,425000,0.5779,"Two Family",NA,"130-14","NX1",c(-73.2218155, 41.154126)
"13210",13210,192007,2019,2020-05-29,"1815 STATE  ST",122310,355000,0.3445,NA,NA,"1236-5","RX2",c(-73.2152394, 41.1683094)
"13211",13211,192012,2019,2020-06-01,"328 REMINGTON ST",72880,198000,0.3681,"Single Family","25","1910-11","NX2",c(-73.16602, 41.1977655)
"13212",13212,192014,2019,2020-06-01,"2001 PARK AVE",178710,155000,1.153,"Single Family","14","1356-9","N1",c(-73.2095746, 41.1860255)
"13213",13213,192019,2019,2020-06-01,"271 REMINGTON ST",58800,115000,0.5113,"Single Family",NA,"1907-50","NX2",c(-73.1666904, 41.1970947)
"13214",13214,192020,2019,2020-06-01,"269  REMINGTON ST",58800,115000,0.5113,"Single Family",NA,"1907-50","NX2",c(-73.1667035, 41.1970769)
"13215",13215,192022,2019,2020-06-03,"206 BEECHWOOD AVE UNIT E",57150,112500,0.508,"Condo",NA,"1102-36K","NX1",c(-73.2089108, 41.1805247)
"13216",13216,192025,2019,2020-06-03,"81-85 HANSEN ST",150890,489900,0.308,"Three Family","7","215-27","NX2",c(-73.222137, 41.16372)
"13217",13217,192026,2019,2020-06-03,"451-453 COLEMAN ST",140960,350000,0.4027,"Two Family",NA,"1013-14","NX2",c(-73.203054, 41.1818384)
"13218",13218,192030,2019,2020-06-03,"100 CHALMERS AVE",143100,173000,0.8272,"Single Family","14","1423-15","N1",c(-73.2074906, 41.1868534)
"13219",13219,192032,2019,2020-06-03,"4699 MAIN ST UNIT 2A4",79460,60000,1.3243,NA,NA,"2530-20K","RX2",c(-73.2210313, 41.2251215)
"13220",13220,192036,2019,2020-06-04,"146 DIXON ST",150110,295000,0.5088,"Single Family","7","1352-16","N1",c(-73.2129327, 41.1864733)
"13221",13221,192040,2019,2020-06-05,"85 HOLLAND AVE",153230,205000,0.7475,NA,NA,"1219-9","I",c(-73.2157606, 41.1700167)
"13222",13222,192042,2019,2020-06-05,"2612 NORTH AVE UNIT A1",128620,180000,0.7146,"Condo",NA,"1301-5K","NX3",c(-73.2202355, 41.177124)
"13223",13223,192043,2019,2020-06-05,"785 CHOPSEY HILL RD",104780,123500,0.8484,"Single Family","25","2452-38C","N4",c(-73.2000113, 41.2122926)
"13224",13224,192047,2019,2020-06-08,"490 NORTH SUMMERFIELD AVE",110110,240000,0.4588,"Single Family","7","1925-14","NX1",c(-73.1615952, 41.1942849)
"13225",13225,192051,2019,2020-06-08,"63 NAUTILUS RD",108030,257000,0.4204,"Single Family","7","2778J-2B","N4",c(-73.1958224, 41.225805)
"13226",13226,192054,2019,2020-06-08,"150 WOODROW AVE",159190,290000,0.5489,"Single Family",NA,"2732-10A","N2",c(-73.1945185, 41.2136314)
"13227",13227,192057,2019,2020-06-10,"80 CARTRIGHT ST UNIT 1E",27150,34000,0.7985,"Condo","1","1301-10","NX3",c(-73.2194128, 41.1781908)
"13228",13228,192058,2019,2020-06-10,"253-255 JUDSON PL",137360,348000,0.3947,"Three Family",NA,"1820-11","NX1",c(-73.163181, 41.192163)
"13229",13229,192059,2019,2020-06-10,"86-88 LEE AVE",16650,25000,0.666,NA,NA,"1150-11","NX2",c(-73.205143, 41.16986)
"13230",13230,192060,2019,2020-06-10,"2-4 BUENA WAY",13960,17000,0.8212,NA,NA,"1150-35","NX2",c(-73.2048882, 41.1698786)
"13231",13231,192061,2019,2020-06-10,"24-26 ALEX ST",107080,249900,0.4285,"Two Family","7","654-12","NX2",c(-73.1613419, 41.1777607)
"13232",13232,192063,2019,2020-06-10,"333 VINCELLETTE ST #13",76450,180000,0.4247,"Condo","7","2316-13A","NX3",c(-73.21889, 41.21534)
"13233",13233,192072,2019,2020-06-12,"105 MARCONI AVE",57950,110000,0.5268,"Condo",NA,"2387-5A","NX3",c(-73.2213179, 41.2118974)
"13234",13234,192074,2019,2020-06-12,"25 BOWKER PL",134670,157800,0.8534,"Single Family","14","2252-13","N2",c(-73.2143625, 41.2009767)
"13235",13235,192075,2019,2020-06-12,"56 BEACH ST",128690,240000,0.5362,"Two Family",NA,"1775-3","NX2",c(-73.1815763, 41.186651)
"13236",13236,192081,2019,2020-06-15,"105 SCOFIELD AVE",177510,414000,0.4288,"Two Family",NA,"229-30","NX1",c(-73.225276, 41.1611716)
"13237",13237,192086,2019,2020-06-17,"651-657 MAPLE ST",324780,660000,0.4921,NA,"25","1755-7","NX2",c(-73.1770821, 41.1882013)
"13238",13238,192088,2019,2020-06-17,"85 CAROLINE ST",265900,5e+05,0.5318,NA,"25","1755-8","NX2",c(-73.1769532, 41.1883734)
"13239",13239,192090,2019,2020-06-17,"1092 EAST MAIN ST",162150,270000,0.6006,"Four Family","25","1749-5","RX1",c(-73.1805478, 41.1895795)
"13240",13240,192093,2019,2020-06-17,"146 HAWTHORNE ST",113650,249000,0.4564,"Single Family","7","2002-38A","N1",c(-73.1849047, 41.2036218)
"13241",13241,192094,2019,2020-06-17,"831 LAUREL AVE",137890,289000,0.4771,"Single Family",NA,"1104-17","N1",c(-73.2122463, 41.1791877)
"13242",13242,192095,2019,2020-06-17,"79 MOFFITT ST",98500,225000,0.4378,"Single Family","7","2720-20","N2",c(-73.1931786, 41.2126446)
"13243",13243,192096,2019,2020-06-17,"1956 MADISON AVE",140960,190000,0.7419,"Two Family","25","2263-4","N2",c(-73.2179867, 41.2038074)
"13244",13244,192100,2019,2020-06-17,"40 FLEETWOOD PL",114150,2e+05,0.5708,"Single Family","25","2811-3","N2",c(-73.1702475, 41.2144859)
"13245",13245,192108,2019,2020-06-19,"147 MANHATTAN AVE",128130,120000,1.0678,"Single Family","25","2238-38","NX1",c(-73.2076218, 41.2001007)
"13246",13246,192109,2019,2020-06-19,"499 WOODLAWN AVE EXT",106780,225000,0.4746,"Single Family",NA,"2751-4A","N2",c(-73.2002784, 41.2133923)
"13247",13247,192110,2019,2020-06-19,"3200 PARK AVE #6D2",99600,119500,0.8335,"Condo",NA,"2256A-29C","NX4",c(-73.2206265, 41.2010355)
"13248",13248,192113,2019,2020-06-22,"3697 OLD TOWN RD",138200,245000,0.5641,"Single Family",NA,"2575-12","N4",c(-73.2377096, 41.225312)
"13249",13249,192114,2019,2020-06-22,"51 EVANS ST",83740,129900,0.6446,"Single Family",NA,"2734-14","N2",c(-73.1928871, 41.2140082)
"13250",13250,192116,2019,2020-06-22,"255 HOUSTON AVE",100960,279900,0.3607,"Single Family","7","2770-10","N2",c(-73.1889665, 41.2179469)
"13251",13251,192117,2019,2020-06-22,"114 EAST EATON ST",136560,260000,0.5252,"Single Family",NA,"1423-9","N1",c(-73.2071129, 41.1866525)
"13252",13252,192121,2019,2020-06-22,"1544 PARK AVE",109180,175000,0.6239,"Two Family",NA,"1013-1A","NX1",c(-73.2042816, 41.1811442)
"13253",13253,192122,2019,2020-06-22,"3250 FAIRFIELD AVE UNIT 326",99140,160000,0.6196,"Condo",NA,"128-10","NX3",c(-73.232628, 41.1556587)
"13254",13254,192124,2019,2020-06-22,"132 HARMONY ST",108530,216500,0.5013,"Single Family",NA,"2407-35X","NX1",c(-73.2033691, 41.2071745)
"13255",13255,192127,2019,2020-06-23,"256 JACKSON AVE",102460,235000,0.436,"Single Family","7","1431-24","N2",c(-73.2091928, 41.190984)
"13256",13256,192128,2019,2020-06-24,"69 ERIKA CIRCLE",164890,295000,0.5589,"Single Family",NA,"2432-88","N4",c(-73.1994752, 41.2101463)
"13257",13257,192129,2019,2020-06-24,"273 BROOKLAWN AVE",72581,345000,0.2104,"Single Family","7","1303-2","N3",c(-73.217434, 41.1817522)
"13258",13258,192135,2019,2020-06-24,"1816-1830 BARNUM AVE",232920,525000,0.4437,NA,NA,"1837-42","MX1",c(-73.1566451, 41.1891814)
"13259",13259,192136,2019,2020-06-24,"121 DOREEN DR",157610,201000,0.7841,"Single Family","14","2574-11","N4",c(-73.2371069, 41.222599)
"13260",13260,192140,2019,2020-06-24,"253 PRINCE ST",100820,124700,0.8085,"Two Family","14","1826-43","NX1",c(-73.1611347, 41.1914022)
"13261",13261,192144,2019,2020-06-26,"526-528 LINCOLN AVE",136210,225000,0.6054,"Two Family",NA,"2272-41","NX1",c(-73.2094771, 41.1942153)
"13262",13262,192148,2019,2020-06-26,"206 HUNTINGTON TPKE",111600,260000,0.4292,"Single Family","25","2860-5","N2",c(-73.1763068, 41.2121309)
"13263",13263,192149,2019,2020-06-26,"222 HUNTINGTON TPKE",43110,40000,1.0778,NA,"25","2860-6","N2",c(-73.176204, 41.212282)
"13264",13264,192152,2019,2020-06-26,"600 SHELTON ST",79120,280000,0.2826,"Two Family","7","1744-14","NX2",c(-73.1781704, 41.1906035)
"13265",13265,192153,2019,2020-06-26,"155 BREWSTER ST UNIT 3E",112810,143000,0.7889,"Condo",NA,"115-16A","NX3",c(-73.2197128, 41.1538453)
"13266",13266,192154,2019,2020-06-29,"46 MYRON AVE",89070,205000,0.4345,"Single Family","25","2240-4","N2",c(-73.2126616, 41.1969273)
"13267",13267,192156,2019,2020-06-29,"400 PRISCILLA ST",29530,25000,1.1812,NA,NA,"2860-43B","N2",c(-73.1708405, 41.2121135)
"13268",13268,192157,2019,2020-06-29,"1388 STRATFORD AVE",114250,120000,0.9521,NA,NA,"634-55","RX1",c(-73.1633736, 41.179013)
"13269",13269,192158,2019,2020-06-29,"276 SEAVIEW AVE",88730,205000,0.4328,"Single Family","7","609-16A","RX2",c(-73.1682521, 41.1688045)
"13270",13270,192162,2019,2020-06-30,"352-354 WILMOT AVE",99260,209900,0.4729,"Two Family",NA,"635-4","NX2",c(-73.1621514, 41.1789765)
"13271",13271,192163,2019,2020-06-30,"40 LAUREL PLACE",116590,273000,0.4271,"Single Family",NA,"1333-10","N1",c(-73.2154487, 41.1853732)
"13272",13272,192166,2019,2020-07-01,"160 TAFT AVE",85170,117000,0.7279,"Single Family",NA,"1437-9","NX1",c(-73.2066563, 41.1906092)
"13273",13273,192169,2019,2020-07-01,"127 BURNHAM ST",6587990,69900,94.2488,NA,"8","429-10","NX3",c(-73.1996991, 41.1643127)
"13274",13274,192170,2019,2020-07-01,"130 VICTORY ST",99930,210000,0.4759,"Single Family","7","2661-39","N2",c(-73.2084389, 41.2172911)
